Product Name,Image_URL,Costco_100_Billy_Bishop_Way_North_York_On - Price,Costco_100_Billy_Bishop_Way_North_York_On - Stock,Costco_100_Billy_Bishop_Way_North_York_On - Deal,Costco_1411_Warden_Ave_Scarborough_On - Price,Costco_1411_Warden_Ave_Scarborough_On - Stock,Costco_1411_Warden_Ave_Scarborough_On - Deal,Costco_1570_Dundas_Ste_Mississauga_On - Price,Costco_1570_Dundas_Ste_Mississauga_On - Stock,Costco_1570_Dundas_Ste_Mississauga_On - Deal,Costco_2260_Islington_Ave_Etobicoke_On - Price,Costco_2260_Islington_Ave_Etobicoke_On - Stock,Costco_2260_Islington_Ave_Etobicoke_On - Deal,Costco_42_Overlea_Blvd_Toronto_On - Price,Costco_42_Overlea_Blvd_Toronto_On - Stock,Costco_42_Overlea_Blvd_Toronto_On - Deal,Costco_50_Queen_Elizabeth_Blvd_Etobicoke_On - Price,Costco_50_Queen_Elizabeth_Blvd_Etobicoke_On - Stock,Costco_50_Queen_Elizabeth_Blvd_Etobicoke_On - Deal,Costco_Business_Centre_Scarborough_Bus_Ctr_Scarborough_On - Price,Costco_Business_Centre_Scarborough_Bus_Ctr_Scarborough_On - Stock,Costco_Business_Centre_Scarborough_Bus_Ctr_Scarborough_On - Deal
"Halls Mento-Lyptus Cough & Soothes Sore Throat Relief Lozenges, Cherry (9 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/a7d24b5269602b7f73af60ca3f3bd403/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$21.22,Available,
"Halls Mento-Lyptus, Black Cherry",https://tb-static.uber.com/prod/image-proc/processed_images/1eb3bc04b7eaf61358f80aed3664d4a3/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$21.22,Available,
"Halls Sugar Free Vitamin Supplement Drops, Citrus (20 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/5f76d73dbe69f7a8bb78cdb74e4eb15e/0e5313be7a8831b8ed60f8dab3c2df10.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$21.22,Available,
"Hampton House Chicken Parmesan (1.2 kg, 8 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/0780ba015df35a24727908a041b8944d/f9586c36ab7db84d09b777cee8c829b1.jpeg,$15.99,Available,,$15.99,Available,,$15.99,Available,,$15.99,Available,,$15.99,Available,,$15.99,Available,,NOT CARRIED,NOT CARRIED,
"Hampton House Frozen Buffalo Chicken Strips, 2 Kg",https://tb-static.uber.com/prod/image-proc/processed_images/fcd4c730d42fb81f2ee8e6ec184d9ae3/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,$26.66,Available,,$26.66,Available,,$26.66,Available,,$26.66,Available,,$26.66,Available,,NOT CARRIED,NOT CARRIED,
Hampton House Spicy Crispy Chicken Breast (1.5 kg),https://tb-static.uber.com/prod/image-proc/processed_images/92677132babc42b4ccb01854125381c4/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$25.59,Available,,$25.59,Available,,$25.59,Available,,$25.59,Available,,$25.59,Available,,$25.59,Available,,NOT CARRIED,NOT CARRIED,
"Handcrew Foam Latex Gloves, 14-Pack",https://tb-static.uber.com/prod/image-proc/processed_images/0c387b7fa0665d285093ff5ec3784b69/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$18.12,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$18.12,Available,
"Hannah Organic Falafel, 907 G",https://tb-static.uber.com/prod/image-proc/processed_images/606b885c9e5ed299c1ec66633a86d760/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$18.12,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$18.12,Available,,NOT CARRIED,NOT CARRIED,
"Harvest Creek Black Forest Ham, 3.5 Kg Average Weight*",https://tb-static.uber.com/prod/image-proc/processed_images/c32db91f1a508863c2f47f602e906783/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$37.27,Available,
Harvest Creek Cooked Chicken Roast 3.5 Kg Average Weight*,https://tb-static.uber.com/prod/image-proc/processed_images/1ab20e399dd8ce3166c3383a58accf2f/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$37.27,Available,
"Harvest Creek Old Fashioned Ham Roast, 3.5 Kg Average Weight*",https://tb-static.uber.com/prod/image-proc/processed_images/e95e79611322e8d0119936b21224d74b/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$37.27,Available,
Hd Expert Def 9.46L (2.5 Gal),https://tb-static.uber.com/prod/image-proc/processed_images/b7d3499b2bcda0fbf97117526d1434c0/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$17.06,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
Healthy Choice Greek Yogurt Frozen Bars (14 x 80 ml),https://tb-static.uber.com/prod/image-proc/processed_images/aa6815aeff396c83b3b4ae795232760c/f9586c36ab7db84d09b777cee8c829b1.jpeg,$12.79,Available,,$12.79,Available,,$12.79,Available,,$12.79,Available,,$12.79,Available,,$12.79,Available,,NOT CARRIED,NOT CARRIED,
"Heavenly Hunks Gluten-Free Cookies, Oatmeal Dark Chocolate (567 g, 20 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/b3dd3a85c41be256e1088e8282e53929/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$10.65,Available,,$10.65,Available,,$10.65,Available,,NOT CARRIED,NOT CARRIED,,$10.65,Available,,$10.65,Available,,NOT CARRIED,NOT CARRIED,
Heineken 24X330Ml,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_grocery_300x300.png,NOT CARRIED,NOT CARRIED,,$47.96,Available,,$47.96,Available,,$47.96,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$47.96,Available,
Heineken Alcohol Free Beer (24 x 330 ml),https://tb-static.uber.com/prod/image-proc/processed_images/31fefd2cd4bed3f8dfb7b38156eda717/f9586c36ab7db84d09b777cee8c829b1.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$35.20,Available,,NOT CARRIED,NOT CARRIED,
"Heinz Cheddar Chipotle Dip Trempette (4.4 kg, 100 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/8f464da80c2945d8b436d9b3da9cd6c0/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$48.00,Available,
"Heinz Ketchup, Tomato (1.5 L, 2 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/d3d3362e67360086b25d1ffc20440e7b/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$12.25,Available,
Hellmann's Real Mayonnaise (1.8 L),https://tb-static.uber.com/prod/image-proc/processed_images/4f5a47cc5790ddf405f8ff5dcdd777ac/f9586c36ab7db84d09b777cee8c829b1.jpeg,$11.72,Available,,$11.72,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$11.72,Available,
"Henckels Paradigm Hybrid Ceramic Non-Stick Tri-Ply Clad Skillet Set, 3-Pieces",https://tb-static.uber.com/prod/image-proc/processed_images/b4b5e84196a76eb35b711a75379493c7/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$122.69,Available,
Henry Of Pelham Old Vines Vqa Baco Noir Wine (750 ml),https://tb-static.uber.com/prod/image-proc/processed_images/00f459cf44a742f246d29b90b0edc5cd/2ecda260bcb4a75235533df4a61ef085.jpeg,NOT CARRIED,NOT CARRIED,,$18.12,Available,,$18.12,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$18.12,Available,,NOT CARRIED,NOT CARRIED,
"Herbal Essences Shampoo, 1 L",https://tb-static.uber.com/prod/image-proc/processed_images/2bc3812e5a62f4715ea8a286247ed543/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$15.99,Available,22% off,$15.99,Available,22% off,$15.99,Available,22% off,$15.99,Available,22% off,$15.99,Available,22% off,$15.99,Available,22% off,NOT CARRIED,NOT CARRIED,
Hero Original & Invisible+ Mighty Patch (84 ct),https://tb-static.uber.com/prod/image-proc/processed_images/fc7c05d6495a5304b52271191046fa3c/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$31.99,Available,19% off,$31.99,Available,19% off,$31.99,Available,19% off,$31.99,Available,19% off,$31.99,Available,19% off,$31.99,Available,19% off,$31.99,Available,19% off
"Hershey’S Cookies 'N' Creme Chocolate Bars, 36-Count",https://tb-static.uber.com/prod/image-proc/processed_images/900c650d7a6be752b43fe48e9ff73649/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$46.29,Available,
Highline Mini Bella Mushrooms (680G / 1.5 Lb),https://tb-static.uber.com/prod/image-proc/processed_images/0ba4fa20748427bf156ead42d1e415e1/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$6.39,Available,,$6.39,Available,,$6.39,Available,,$6.39,Available,,$6.39,Available,,$6.39,Available,,NOT CARRIED,NOT CARRIED,
"Hisense 32"" Class - A4Nv Series - 720P Hd Led Tv",https://tb-static.uber.com/prod/image-proc/processed_images/382d0a2077e79f0a3d5a3b69ec9b2d2a/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$188.84,Available,11% off,$188.84,Available,11% off,NOT CARRIED,NOT CARRIED,,$188.84,Available,11% off,$188.84,Available,11% off,$188.84,Available,11% off,NOT CARRIED,NOT CARRIED,
"Hisense 50"" Class - Qd6Qv Series - 4K Uhd Qled Tv",https://tb-static.uber.com/prod/image-proc/processed_images/9ca9176a311b32ec0b7b51ec4a337bfe/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$413.99,Available,7% off,$413.99,Available,7% off,NOT CARRIED,NOT CARRIED,,$413.99,Available,7% off,$413.99,Available,7% off,$413.99,Available,7% off,NOT CARRIED,NOT CARRIED,
"Ho-Ya Ramen Noodles, Golden Chicken (12 x 70 g)",https://tb-static.uber.com/prod/image-proc/processed_images/4e1cfea9536ead6c0240d9d0fcea4414/f9586c36ab7db84d09b777cee8c829b1.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$10.65,Available,
Homedics Portable Premium Steam Sauna,https://tb-static.uber.com/prod/image-proc/processed_images/f825922cd160686a9ed3af541508ba57/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$306.99,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
Hot House Strawberries 795 G / 1.75 Lb,https://tb-static.uber.com/prod/image-proc/processed_images/f4888220da852f1cc8a23ca60560e670/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$13.86,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$13.86,Available,,$13.86,Available,,NOT CARRIED,NOT CARRIED,
Hoto - Rechargeable Electric Rotating Scrub Brush,https://tb-static.uber.com/prod/image-proc/processed_images/8cefa2cf11a967725b6c10ce81cc6dc8/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,$31.99,Available,,$31.99,Available,,$31.99,Available,,$31.99,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
Hoya Naturally Brewed Soy Sauce (2 x 1 L),https://tb-static.uber.com/prod/image-proc/processed_images/ef4b441957b1dc8679aca3786927620c/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$9.05,Available,
"Hp 962Xl Cyan, Magenta And Yellow High Yield Original Ink Cartridges (3Jb36Bn)  Combo-Pack",https://tb-static.uber.com/prod/image-proc/processed_images/df176658b16dfb54410ead6d102de857/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$181.37,Available,,$181.37,Available,,$181.37,Available,,$181.37,Available,,$181.37,Available,,$181.37,Available,,$181.37,Available,
Hp Smart Tank 5104 All-In-One Printer With Bonus Black Ink,https://tb-static.uber.com/prod/image-proc/processed_images/3ee602900a32e3d74f6a3960b48e0a04/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$316.99,Available,,$316.99,Available,,$316.99,Available,,$316.99,Available,,$316.99,Available,,NOT CARRIED,NOT CARRIED,,$316.99,Available,
"Huggies Huggies Pull-Ups Plus Training Pants 2T - 3T Girl, 128-Pack",https://tb-static.uber.com/prod/image-proc/processed_images/701d5bacf40fbcf91ec334663ae51db7/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$50.13,Available,20% off,$50.13,Available,20% off,$50.13,Available,20% off,$50.13,Available,20% off,$50.13,Available,20% off,$50.13,Available,20% off,NOT CARRIED,NOT CARRIED,
"Huggies Huggies Pull-Ups Plus Training Pants, 2T To 3T Boy, 128-Pack",https://tb-static.uber.com/prod/image-proc/processed_images/edc6a97f28bb3185f3733549c75d208c/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$50.13,Available,20% off,$50.13,Available,20% off,$50.13,Available,20% off,$50.13,Available,20% off,$50.13,Available,20% off,$50.13,Available,20% off,NOT CARRIED,NOT CARRIED,
"Huggies Little Movers Plus Diapers, Size 3, 204-Pack",https://tb-static.uber.com/prod/image-proc/processed_images/7b421ea999daca2d3adcb85838109ae6/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$56.54,Available,19% off,$56.54,Available,19% off,$56.54,Available,19% off,$56.54,Available,19% off,$56.54,Available,19% off,$56.54,Available,19% off,NOT CARRIED,NOT CARRIED,
"Huggies Little Snugglers Plus Baby Diapers, 1 (192 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/0ef2a176385d5bdb754c572cecd3c598/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$47.47,Available,23% off,$47.47,Available,23% off,NOT CARRIED,NOT CARRIED,,$47.47,Available,23% off,$47.47,Available,23% off,$47.47,Available,23% off,NOT CARRIED,NOT CARRIED,
"Huggies Natural Care Plus Sensitive Skin Baby Wipes, 7.7x6.6 in (1080 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/f0edf3fa40b69e9049de6dccba252c9f/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$30.93,Available,,$30.93,Available,,$30.93,Available,,$30.93,Available,,$30.93,Available,,$30.93,Available,,$30.93,Available,
"Huggies Pull-Ups Plus Boys Training Pants, 4-5T (102 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/6b1b9005ccd71faa662a40aaa4f6ffcb/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$50.13,Available,20% off,$50.13,Available,20% off,$50.13,Available,20% off,$50.13,Available,20% off,$50.13,Available,20% off,$50.13,Available,20% off,NOT CARRIED,NOT CARRIED,
"Huggies Pull-Ups Plus Promise Protection & Comfort Training Pants For Girls, 4T-5T (102 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/bf633d8b5dd513762e6a4bc9d9fd6b61/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$50.13,Available,20% off,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
"Huggies Pull-Ups Plus Training Pants, 3T-4T (116 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/cfb32c15860779b050109541acabdb3f/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$50.13,Available,20% off,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
Hurley 5 Pocket Pant,https://tb-static.uber.com/prod/image-proc/processed_images/c518bee59aceadd72c50868e4ca59ab2/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$26.66,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$26.66,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
Hurley 5 Pocket Pant 32 C24 L96 P672 D63 $24.99,https://tb-static.uber.com/prod/image-proc/processed_images/c518bee59aceadd72c50868e4ca59ab2/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,$26.66,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$26.66,Available,,NOT CARRIED,NOT CARRIED,
Hurley 5 Pocket Pant 34 C24 L96 P672 D75 $24.99,https://tb-static.uber.com/prod/image-proc/processed_images/c518bee59aceadd72c50868e4ca59ab2/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$26.66,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
Hurley 5 Pocket Pant 36 C24 L96 P672 D60 $24.99,https://tb-static.uber.com/prod/image-proc/processed_images/c518bee59aceadd72c50868e4ca59ab2/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,$26.66,Available,,$26.66,Available,,$26.66,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
"Häagen-Dazs Ice Cream Bars, Vanilla Almond (9 x 88 ml)",https://tb-static.uber.com/prod/image-proc/processed_images/d63146b8ba0f08b15d094decc922e613/2ecda260bcb4a75235533df4a61ef085.jpeg,$14.92,Available,20% off,$14.92,Available,20% off,$14.92,Available,20% off,NOT CARRIED,NOT CARRIED,,$14.92,Available,20% off,NOT CARRIED,NOT CARRIED,,$14.92,Available,20% off
Ice River Natural Spring Water (15 L),https://tb-static.uber.com/prod/image-proc/processed_images/c31f25c132c4277b7790b61e30f07cbd/f9586c36ab7db84d09b777cee8c829b1.jpeg,NOT CARRIED,NOT CARRIED,,$4.57,Available,,NOT CARRIED,NOT CARRIED,,$4.57,Available,,$4.57,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
Iceshield Ice Melter 22.7Kg,https://tb-static.uber.com/prod/image-proc/processed_images/859e0888b6cdbb3c975063ae19287231/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$20.26,Available,,$20.26,Available,,$20.26,Available,,$20.26,Available,,NOT CARRIED,NOT CARRIED,,$20.26,Available,,$20.26,Available,
Ieco Hinged Bagasse Containers (100 ct),https://tb-static.uber.com/prod/image-proc/processed_images/b57f5c17852e718b7502841f5e56909a/f9586c36ab7db84d09b777cee8c829b1.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$20.26,Available,
"Infuse Bamboo Steamer Set, 4-Pieces",https://tb-static.uber.com/prod/image-proc/processed_images/adb8ed3e9d4cdf74505ecd0711ad0caf/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$21.32,Available,,$21.32,Available,,$21.32,Available,,$21.32,Available,,$21.32,Available,,$21.32,Available,,NOT CARRIED,NOT CARRIED,
"Inno Foods White Chocolate Blueberry Cluster With Protein Crisps, 12 × 42.5 G",https://tb-static.uber.com/prod/image-proc/processed_images/3b5351c68a3a7e0e3713f25352abcf3c/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$13.86,Available,,$13.86,Available,,$13.86,Available,,$13.86,Available,,$13.86,Available,,$13.86,Available,,NOT CARRIED,NOT CARRIED,
"International Delight Supreme Coffee Whitener Creamer, French Vanilla (1.89 L)",https://tb-static.uber.com/prod/image-proc/processed_images/38bd801c23210f5257ffd2f8f304958f/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$7.99,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$7.99,Available,,NOT CARRIED,NOT CARRIED,
Intuit Standard Turbotax Preparation Software 2025,https://tb-static.uber.com/prod/image-proc/processed_images/3fbefe7131c6de8ff142163dcb377926/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$44.80,Available,,$44.80,Available,,$44.80,Available,,$44.80,Available,,NOT CARRIED,NOT CARRIED,,$44.80,Available,,$44.80,Available,
Ion Audio Total Pa Apex Bluetooth Speaker,https://tb-static.uber.com/prod/image-proc/processed_images/28670d586e05fe5ca19d02360982c861/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$256.06,Available,,$256.06,Available,,$256.06,Available,,$256.06,Available,,$256.06,Available,,$256.06,Available,,NOT CARRIED,NOT CARRIED,
Irish Spring Original 12 Hr Fresh Deodorant Soap Bar (20 x 113 g),https://tb-static.uber.com/prod/image-proc/processed_images/9744d480c81fb75bf29fa0a7288c7313/f9586c36ab7db84d09b777cee8c829b1.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$18.12,Available,
Island Farms 0% Fat Free Skim Milk (4 L),https://tb-static.uber.com/prod/image-proc/processed_images/9b41208f79a2f49cdd0ea0bf246ba782/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,$6.49,Available,,NOT CARRIED,NOT CARRIED,,$6.49,Available,,$6.49,Available,,$6.49,Available,,NOT CARRIED,NOT CARRIED,
Island Farms 10% Half & Half Coffee Cream (1 L),https://tb-static.uber.com/prod/image-proc/processed_images/e986bf58ead47213b2640ffdd2f8e13c/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$3.19,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
Italian Ciabatta Buns,https://tb-static.uber.com/prod/image-proc/processed_images/976442967602d23507861cf05bb1f12f/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$7.24,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
Itsumo Veggie Sushi Rolls (720 g),https://tb-static.uber.com/prod/image-proc/processed_images/13a0e008044f9f4a44052d72c599a862/f9586c36ab7db84d09b777cee8c829b1.jpeg,NOT CARRIED,NOT CARRIED,,$13.86,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
"Jamieson Extra Strength Probiotic Gummies With Prebiotics Fibre, Berry Blast (95 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/8a9b5dbb7ec7df64b1ff8fde4e19701d/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$31.99,Available,,NOT CARRIED,NOT CARRIED,,$31.99,Available,,$31.99,Available,,$31.99,Available,,$31.99,Available,,NOT CARRIED,NOT CARRIED,
Jamieson Magnesium Bisglycinate Gummies (150 ct),https://tb-static.uber.com/prod/image-proc/processed_images/6fee268b365d527630497f72cf471c01/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,$28.79,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
Jamieson Probiotic 10 Billion Active Cells Vegetarian Capsules (150 ct),https://tb-static.uber.com/prod/image-proc/processed_images/28b0abb4a7d541c2935eb94d4d98c26c/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$35.20,Available,,$35.20,Available,
